Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
SRR1296807,7/22/15,7/26/15,29807475,2980747500,29807475,100,1922,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1296807,SRX551214,,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,,248394,SRS618923,SAMN02739996,simple,265572,Extubocellulus spinifer,MMETSP0699,,,,,,,no,,,,,NCGR,SRA166822,,public,D1043E5BF0F2DC9D1E6793A3331F943B,2F8E5D493F84BECAB2D790BE9D63AEAC
SRR1296808,7/22/15,7/26/15,30373358,3037335800,30373358,100,1932,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1296808,SRX551215,,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,,248394,SRS618924,SAMN02739979,simple,33640,Asterionellopsis glacialis,MMETSP0706,,,,,,,no,,,,,NCGR,SRA166822,,public,8A71BB7A1AE64DA2BC083FE78C3F59A8,DC614D2D6F1A7FA4490A7C2DD191BE86
SRR1296809,7/22/15,7/26/15,29870500,2987050000,29870500,100,1897,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1296809,SRX551216,,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,,248394,SRS618925,SAMN02739981,simple,33640,Asterionellopsis glacialis,MMETSP0708,,,,,,,no,,,,,NCGR,SRA166822,,public,FBA7FE63C1831AA9BAEBD66394FF7469,8C6C8D3A5541CD6F8F697EB5989C93F4
SRR1296810,7/22/15,7/26/15,21628263,2162826300,21628263,100,1393,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1296810,SRX551217,,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,,248394,SRS618926,SAMN02740378,simple,89963,Heterocapsa rotundata,MMETSP0503,,,,,,,no,,,,,NCGR,SRA166822,,public,D969116EE764B166E5F1BC5230AF8EA6,072048BBE72ABECE480B1BBCBD1D4829
SRR1296811,7/22/15,7/26/15,36786580,3678658000,36786580,100,2228,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1296811,SRX551218,,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,,248394,SRS618927,SAMN02740417,simple,485356,Aristerostoma,MMETSP0125,,,,,,,no,,,,,NCGR,SRA166822,,public,DD67C09FD17751EEDF9E5B3B101198FC,6BD885E9104E7ECCFAF8F203144BF56D
SRR1296812,7/22/15,7/26/15,32463643,3246364300,32463643,100,2093,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1296812,SRX551219,,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,,248394,SRS618928,SAMN02740367,simple,182087,Favella ehrenbergii,MMETSP0123,,,,,,,no,,,,,NCGR,SRA166822,,public,FA0743AECBFF5A648A78293FCE0648B6,30E885F3A69127A2D2E4C1586CC4432F
SRR1296813,7/22/15,7/26/15,40789469,4078946900,40789469,100,2579,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1296813,SRX551220,,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,,248394,SRS618929,SAMN02740368,simple,141414,Strombidinopsis acuminata,MMETSP0126,,,,,,,no,,,,,NCGR,SRA166822,,public,314127C0B0D9A2C41B64502534E29BF5,203347003603908743AE98AEA8480180
SRR1296814,7/22/15,7/26/15,26940165,2694016500,26940165,100,1645,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1296814,SRX551221,,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,,248394,SRS618930,SAMN02740389,simple,641309,Lotharella oceanica,MMETSP0040_2,,,,,,,no,,,,,NCGR,SRA166822,,public,A34760EEB483989BBFA40D049BD3A064,A5B62BCAB535D6F698D9D65886EF0F62
SRR1296815,7/22/15,7/26/15,12478856,1247885600,12478856,100,694,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1296815,SRX551222,,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,,248394,SRS618931,SAMN02740103,simple,44058,Aureoumbra lagunensis,MMETSP0890,,,,,,,no,,,,,NCGR,SRA166822,,public,C40124B68C63132C935AFBA7FB407933,AAD86C45625D12F7B7FA2A1789D8C8E4
SRR1296816,7/22/15,7/26/15,29387073,2938707300,29387073,100,1639,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1296816,SRX551223,,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,,248394,SRS618932,SAMN02740104,simple,44058,Aureoumbra lagunensis,MMETSP0891,,,,,,,no,,,,,NCGR,SRA166822,,public,59C6784814427136A0AE0569CECDBC08,E30729B315247255E955EF164B8E7A88
SRR1296817,7/22/15,7/26/15,9064724,906472400,9064724,100,503,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1296817,SRX551224,,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,,248394,SRS618933,SAMN02740105,simple,44058,Aureoumbra lagunensis,MMETSP0892,,,,,,,no,,,,,NCGR,SRA166822,,public,F2C87563BC9A503A17D07944A9F4E858,D4DEB21FB915CC7ED291B54BF7C8D714
SRR1296818,7/22/15,7/26/15,13803499,1380349900,13803499,100,768,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1296818,SRX551225,,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,,248394,SRS618934,SAMN02740106,simple,44058,Aureoumbra lagunensis,MMETSP0893,,,,,,,no,,,,,NCGR,SRA166822,,public,B306626364CD8E8F77A238AC3C8EAFE7,CD7D97A2A90C5AF8DFD851260EB34F2E
SRR1296819,7/22/15,7/26/15,27898510,2789851000,27898510,100,1680,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1296819,SRX551226,,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,,248394,SRS618935,SAMN02740292,simple,186038,Fragilariopsis kerguelensis,MMETSP0906,,,,,,,no,,,,,NCGR,SRA166822,,public,0710845607C52FEAE301E8C03F1E4C33,3554FAF518C69746154C042212B7A1AB
SRR1296820,7/22/15,7/26/15,26493907,2649390700,26493907,100,1598,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1296820,SRX551227,,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,,248394,SRS618936,SAMN02740295,simple,186038,Fragilariopsis kerguelensis,MMETSP0909,,,,,,,no,,,,,NCGR,SRA166822,,public,F692381BB3FAFABB93F9EC3CF53591EB,6B234AB88DC9F04CE400CE7859818734
SRR1296821,7/22/15,7/26/15,27355598,2735559800,27355598,100,1682,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1296821,SRX551228,,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,,248394,SRS618937,SAMN02740195,simple,160265,Thalassiosira antarctica,MMETSP0904,,,,,,,no,,,,,NCGR,SRA166822,,public,F86366B477121B3C33FA59360046767B,792503CFA8047332FF8EAE7E66F479E2
SRR1296822,7/22/15,7/26/15,27188668,2718866800,27188668,100,1720,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1296822,SRX551229,,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,,248394,SRS618938,SAMN02740429,simple,38298,Rhodella maculata,MMETSP0167,,,,,,,no,,,,,NCGR,SRA166822,,public,44B1DB76E2B31F3E779D0F99DE143F25,5A98334178D3EE6EC683AF93BC06C182
SRR1296823,7/22/15,7/26/15,36032186,3603218600,36032186,100,2218,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1296823,SRX551230,,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,,248394,SRS618939,SAMN02740129,simple,223996,Protocruzia adherens,MMETSP0216,,,,,,,no,,,,,NCGR,SRA166822,,public,23BF5E24E7471CCB934639C9B756F8CA,971FF7F8405769E648D4FA59A931F74F
SRR1296824,7/22/15,7/26/15,25783233,2578323300,25783233,100,1555,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1296824,SRX551231,,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,,248394,SRS618940,SAMN02740519,simple,420281,Proboscia inermis,MMETSP0816,,,,,,,no,,,,,NCGR,SRA166822,,public,F0928B863A12B9CC69118F66F87FF894,651CD68877B6F29A768DA950F979A9DA
SRR1296825,7/22/15,7/26/15,24647901,2464790100,24647901,100,1498,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1296825,SRX551232,,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,,248394,SRS618942,SAMN02740492,simple,265536,Amphiprora,MMETSP0724,,,,,,,no,,,,,NCGR,SRA166822,,public,134198B3A095E11C33F771B82A157CFB,8590D24F01C25C1F190CE0621AA55C34
SRR1296826,7/22/15,7/26/15,22555494,2255549400,22555494,100,1393,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1296826,SRX551233,,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,,248394,SRS618941,SAMN02740493,simple,265536,Amphiprora,MMETSP0725,,,,,,,no,,,,,NCGR,SRA166822,,public,40DD56DA1FFF9B21F6245C5A25280C6E,84E9B033CF2468B020EFEA09DA49185F
SRR1296827,7/22/15,7/26/15,21650393,2165039300,21650393,100,1329,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1296827,SRX551234,,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,,248394,SRS618944,SAMN02740494,simple,265536,Amphiprora,MMETSP0726,,,,,,,no,,,,,NCGR,SRA166822,,public,70C94CB7A6F0D04395D65B197A1CED83,C493F3E8852F0983E81D67379378A535
SRR1294398,7/22/15,12/30/15,11527946,1152794600,11527946,100,694,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1294398,SRX549012,,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,,248394,SRS616851,SAMN02740111,simple,31276,Perkinsus marinus,MMETSP0923,,,,,,,no,,,,,NCGR,SRA166613,,public,04C644A8A892416A74288B7ADEC2C151,E1119C5FC169E0B0BF80D315E547E84A
SRR1294399,7/22/15,12/9/15,3502037,350203700,3502037,100,225,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1294399,SRX549013,,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,,248394,SRS616851,SAMN02740111,simple,31276,Perkinsus marinus,MMETSP0923,,,,,,,no,,,,,NCGR,SRA166613,,public,6BF366E975423CDD64EBC186EA07EBAC,5F3933522DB6C0C2A2845BAEECC0A70E
SRR1294400,7/22/15,12/30/15,20841201,4168240200,20841201,200,2446,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1294400,SRX549014,,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,,248394,SRS616852,SAMN02740276,simple,268821,Scrippsiella hangoei,MMETSP0361,,,,,,,no,,,,,NCGR,SRA166613,,public,E986B9A078DC8ECD5E34EAD1632E8E56,3374F627A6BBC2B853C9FFA1B2A24F1F
SRR1294401,7/22/15,12/30/15,11591751,2318350200,11591751,200,1474,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1294401,SRX549015,,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,,248394,SRS616853,SAMN02740059,simple,216773,Corethron hystrix,MMETSP0010_2,,,,,,,no,,,,,NCGR,SRA166613,,public,6FCFE976128B6A0784512799BB0A8A58,323F80718DE707EBDB883A9768038666
SRR1294402,7/22/15,12/30/15,21210275,4242055000,21210275,200,2729,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1294402,SRX549016,,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,,248394,SRS616854,SAMN02740381,simple,101924,Rhodosorus marinus,MMETSP0011_2,,,,,,,no,,,,,NCGR,SRA166613,,public,C1CB6551BAE88F022065EF65FFEDF176,38DE72A5A5BFDAECEB28162DA5390EC1
SRR1294403,7/22/15,12/30/15,18396019,3679203800,18396019,200,2332,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1294403,SRX549017,,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,,248394,SRS616855,SAMN02740269,simple,2843,Skeletonema costatum,MMETSP0013_2,,,,,,,no,,,,,NCGR,SRA166613,,public,89C3122AB213D4CB22B659E261600623,957B8685B82E59B4E135A451828A7540
SRR1294404,7/22/15,12/30/15,16775964,3355192800,16775964,200,2156,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1294404,SRX549018,,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,,248394,SRS616856,SAMN02740136,simple,2857,Nitzschia,MMETSP0014_2,,,,,,,no,,,,,NCGR,SRA166613,,public,FA43E73749D6D92C280F8F19554C4160,54B196BF408CACE5D775045845D78199
SRR1294405,7/22/15,12/30/15,21042328,4208465600,21042328,200,2713,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1294405,SRX549019,,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,,248394,SRS616857,SAMN02740340,simple,265563,Odontella aurita,MMETSP0015_2,,,,,,,no,,,,,NCGR,SRA166613,,public,6A2C1F94F22F3150A448A49F62A409C9,CFD9889F6801804C6CC5D9CE65EBF03A
SRR1294406,7/22/15,12/30/15,17063228,3412645600,17063228,200,2172,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1294406,SRX549020,,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,,248394,SRS616858,SAMN02740322,simple,2856,Cylindrotheca closterium,MMETSP0017_2,,,,,,,no,,,,,NCGR,SRA166613,,public,CC4682AE1EE5A98CFCA1F66E6D19E5CF,F68307B1E8BC6DB80883546CE8EEC440
SRR1294407,7/22/15,12/30/15,22301235,4460247000,22301235,200,2873,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1294407,SRX549021,,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,,248394,SRS616859,SAMN02740387,simple,2898,Cryptomonas paramecium,MMETSP0038_2,,,,,,,no,,,,,NCGR,SRA166613,,public,E36BFC93AE4C2FCF7D1BC49E5920653E,95D4558AD3D9C0E05101757E66B384E6
SRR1294408,7/22/15,12/30/15,13809739,2761947800,13809739,200,1790,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1294408,SRX549022,,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,,248394,SRS616860,SAMN02740388,simple,73025,Eutreptiella gymnastica,MMETSP0039_2,,,,,,,no,,,,,NCGR,SRA166613,,public,71F22E1A4D3C23C6CC48F51B54000EC3,03AAC1A148B1A1969303BD312BF37AE0
SRR1294409,7/22/15,12/30/15,21079444,4215888800,21079444,200,2706,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1294409,SRX549023,,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,,248394,SRS616861,SAMN02740393,simple,55529,Guillardia theta,MMETSP0046_2,,,,,,,no,,,,,NCGR,SRA166613,,public,44DD30B44FB1D95BDAC649324B0B37C8,93EB8DE74EB99EBC473BB9849AF8583B
SRR1294410,7/22/15,12/30/15,22296557,4459311400,22296557,200,2858,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1294410,SRX549024,,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,,248394,SRS616862,SAMN02740244,simple,652834,Palpitomonas bilix,MMETSP0780_2,,,,,,,no,,,,,NCGR,SRA166613,,public,88DB1777FEB4E98DA2BBA5481B1E831C,7EADA6496CFFFB13343B5A16F0115AF0
SRR1294411,7/22/15,12/30/15,22076599,4415319800,22076599,200,2866,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1294411,SRX549025,,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,,248394,SRS616863,SAMN02740302,simple,97485,Prymnesium parvum,MMETSP0008_2,,,,,,,no,,,,,NCGR,SRA166613,,public,A0F6697F3D0C7566713F940B44931A6E,E8DE36C2BBB99E78A1CCC6268C103D50
SRR1294412,7/22/15,12/30/15,27052143,2705214300,27052143,100,1723,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1294412,SRX549026,,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,,248394,SRS616863,SAMN02740302,simple,97485,Prymnesium parvum,MMETSP0008_2,,,,,,,no,,,,,NCGR,SRA166613,,public,A14C9E1BF1A091D1CA1B9A22938DE655,518DDFDAB09AA3C65FD442E6DF53FEFB
SRR1294413,7/22/15,12/30/15,20690432,2069043200,20690432,100,1237,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1294413,SRX549027,,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,,248394,SRS616864,SAMN02740413,simple,81532,Acanthoeca,MMETSP0105_2,,,,,,,no,,,,,NCGR,SRA166613,,public,3ED5916604A2C192FD9C6550912926A1,AFF6031B40C8ED1F70F8AEF14DF553B3
SRR1294414,7/22/15,12/30/15,4564026,912805200,4564026,200,537,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1294414,SRX549028,,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,,248394,SRS616865,SAMN02740251,simple,49249,Ditylum brightwellii,MMETSP1002,,,,,,,no,,,,,NCGR,SRA166613,,public,B5AC747040C54B9323BA78534568585D,ED38EAB8C94C0A88626F5A9AAEA4D9F5
SRR1294415,7/22/15,12/9/15,3393295,339329500,3393295,100,161,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1294415,SRX549029,,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina Genome Analyzer IIx,SRP042159,PRJNA248394,,248394,SRS616865,SAMN02740251,simple,49249,Ditylum brightwellii,MMETSP1002,,,,,,,no,,,,,NCGR,SRA166613,,public,E9437BB93C354695CE7E7D4789FB7100,0F0E0F15657A8431D0CD0A354FE1F5BE
SRR1294416,7/22/15,12/9/15,3351971,335197100,3351971,100,155,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1294416,SRX549030,,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina Genome Analyzer IIx,SRP042159,PRJNA248394,,248394,SRS616865,SAMN02740251,simple,49249,Ditylum brightwellii,MMETSP1002,,,,,,,no,,,,,NCGR,SRA166613,,public,9E1A1156F294526E5530CEA73715313E,CFE94E4D1325164E809B34C4FC0E1B5B
SRR1294417,7/22/15,12/9/15,3373255,337325500,3373255,100,153,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1294417,SRX549031,,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina Genome Analyzer IIx,SRP042159,PRJNA248394,,248394,SRS616865,SAMN02740251,simple,49249,Ditylum brightwellii,MMETSP1002,,,,,,,no,,,,,NCGR,SRA166613,,public,85957D4C3BFB98322B389E05FC79A47E,394599D3557EB5CF0F7EF2347968A958
SRR1294418,7/22/15,12/30/15,3393607,339360700,3393607,100,153,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1294418,SRX549032,,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina Genome Analyzer IIx,SRP042159,PRJNA248394,,248394,SRS616865,SAMN02740251,simple,49249,Ditylum brightwellii,MMETSP1002,,,,,,,no,,,,,NCGR,SRA166613,,public,287E94A2A1F93E8563676E8E03625B2A,2A4538A79B2011A04776E02DA6E52900
SRR1294419,7/22/15,12/30/15,23305112,4661022400,23305112,200,2720,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1294419,SRX549033,,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,,248394,SRS616866,SAMN02740386,simple,156128,Nephroselmis pyriformis,MMETSP0034_2,,,,,,,no,,,,,NCGR,SRA166613,,public,90AE3B5239168D192F81A0B90764E66D,D008CF7F9D02CE202ACF62ECDA5B4DC9
SRR1294420,7/22/15,12/30/15,16212447,3242489400,16212447,200,1900,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1294420,SRX549034,,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,,248394,SRS616867,SAMN02740184,simple,88271,Picocystis salinarum,MMETSP0807_2,,,,,,,no,,,,,NCGR,SRA166613,,public,A42A220A309983D155C6D6226FDA809D,07A6FA65C023C358852BFFA4AE5887E1
SRR1294421,7/22/15,12/30/15,23910682,4782136400,23910682,200,2804,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1294421,SRX549035,,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,,248394,SRS616868,SAMN02740093,simple,124430,Phaeomonas parva,MMETSP1163,,,,,,,no,,,,,NCGR,SRA166613,,public,CE374D8677C180FEF74A699BD6AAD6C3,EB107659EC7930A7AF5E1FBC50C335B5
SRR1294422,7/22/15,12/30/15,19976957,1997695700,19976957,100,1168,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1294422,SRX549036,,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,,248394,SRS616869,SAMN02740579,simple,374047,Helicotheca tamesis,MMETSP1171,,,,,,,no,,,,,NCGR,SRA166613,,public,4546A50D452FFD4879027C8C298FBC50,A0E5134F0E372DD821CC4853B0439FB3
SRR1294423,7/22/15,12/30/15,21004908,2100490800,21004908,100,1286,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1294423,SRX549037,,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,,248394,SRS616870,SAMN02740156,simple,100272,uncultured eukaryote,MMETSP0977,,,,,,,no,,,,,NCGR,SRA166613,,public,F5A9806A43314D9ACAEFE20F070B6942,2948DF2E89C8BA6FE6A3B6B329BFE94F
SRR1294424,7/22/15,12/30/15,17785710,1778571000,17785710,100,1010,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1294424,SRX549038,,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,,248394,SRS616871,SAMN02739972,simple,159749,Thalassiosira oceanica,MMETSP0973,,,,,,,no,,,,,NCGR,SRA166613,,public,121939C3DC66D5583BFFAE1F6C213C27,8C0C37C1A4BDB338A3138252BD77BABA
SRR1294425,7/22/15,12/30/15,24979765,2497976500,24979765,100,1385,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1294425,SRX549039,,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,,248394,SRS616872,SAMN02740265,simple,87110,Aplanochytrium,MMETSP0955,,,,,,,no,,,,,NCGR,SRA166613,,public,DB2F93FC283F27CA046E6951D6D2EFEA,AE955B4A6828C8F2B13776534BA7C602
SRR1294426,7/22/15,12/30/15,24824022,2482402200,24824022,100,1375,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1294426,SRX549040,,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,,248394,SRS616873,SAMN02740267,simple,87110,Aplanochytrium,MMETSP0957,,,,,,,no,,,,,NCGR,SRA166613,,public,003CF3CF84A4492DE28084208AD0AD1A,C7575EF84D46850FD2132D4C9869BFD1
SRR1294427,7/22/15,12/30/15,26377600,2637760000,26377600,100,1529,,http://sra-download.ncbi.nlm.nih.gov/srapub/SRR1294427,SRX549041,,RNA-Seq,RANDOM PCR,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP042159,PRJNA248394,,248394,SRS616874,SAMN02740559,simple,3047,Dunaliella tertiolecta,MMETSP1128,,,,,,,no,,,,,NCGR,SRA166613,,public,51E045F4AE2828D30D6C3F3005297238,168E5F059399E46FCFE70819119667E5
